NDC5_4,PRODUCTTYPENAME,PROPRIETARYNAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,isgeneric,isoral
502420091,HUMAN PRESCRIPTION DRUG,rozlytrek,entrectinib,CAPSULE,ORAL,0,1
502420094,HUMAN PRESCRIPTION DRUG,rozlytrek,entrectinib,CAPSULE,ORAL,0,1
502420108,HUMAN PRESCRIPTION DRUG,rituxan hycela,rituximab and hyaluronidase,INJECTION,SUBCUTANEOUS,0,0
502420109,HUMAN PRESCRIPTION DRUG,rituxan hycela,rituximab and hyaluronidase,INJECTION,SUBCUTANEOUS,0,0
502420121,HUMAN PRESCRIPTION DRUG,esbriet,pirfenidone,CAPSULE,ORAL,0,1
502420122,HUMAN PRESCRIPTION DRUG,esbriet,pirfenidone,TABLET,ORAL,0,1
502420123,HUMAN PRESCRIPTION DRUG,esbriet,pirfenidone,TABLET,ORAL,0,1
502420130,HUMAN PRESCRIPTION DRUG,alecensa,alectinib hydrochloride,CAPSULE,ORAL,0,1
502420138,HUMAN PRESCRIPTION DRUG,actemra,tocilizumab,INJECTION,SUBCUTANEOUS,0,0
502420140,HUMAN PRESCRIPTION DRUG,erivedge,vismodegib,CAPSULE,ORAL,0,1
502420143,HUMAN PRESCRIPTION DRUG,actemra actpen,tocilizumab,INJECTION,SUBCUTANEOUS,0,0
502420175,HUMAN PRESCRIPTION DRUG,evrysdi,risdiplam,POWDER,ORAL,0,1
502420210,HUMAN PRESCRIPTION DRUG,gavreto,pralsetinib,CAPSULE,ORAL,0,1
502420214,HUMAN PRESCRIPTION DRUG,xolair pfs,omalizumab,INJECTION,SUBCUTANEOUS,0,0
502420215,HUMAN PRESCRIPTION DRUG,xolair pfs,omalizumab,INJECTION,SUBCUTANEOUS,0,0
502420245,HUMAN PRESCRIPTION DRUG,phesgo,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",INJECTION,SUBCUTANEOUS,0,0
502420260,HUMAN PRESCRIPTION DRUG,phesgo,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",INJECTION,SUBCUTANEOUS,0,0
502420583,HUMAN PRESCRIPTION DRUG,xofluza,baloxavir marboxil,GRANULE,ORAL,0,1
502420717,HUMAN PRESCRIPTION DRUG,cotellic,cobimetinib,TABLET,ORAL,0,1
502420828,HUMAN PRESCRIPTION DRUG,xofluza,baloxavir marboxil,TABLET,ORAL,0,1
502420860,HUMAN PRESCRIPTION DRUG,xofluza,baloxavir marboxil,TABLET,ORAL,0,1
502420877,HUMAN PRESCRIPTION DRUG,xofluza,baloxavir marboxil,TABLET,ORAL,0,1
502420920,HUMAN PRESCRIPTION DRUG,hemlibra,emicizumab,INJECTION,SUBCUTANEOUS,0,0
502420921,HUMAN PRESCRIPTION DRUG,hemlibra,emicizumab,INJECTION,SUBCUTANEOUS,0,0
502420922,HUMAN PRESCRIPTION DRUG,hemlibra,emicizumab,INJECTION,SUBCUTANEOUS,0,0
502420923,HUMAN PRESCRIPTION DRUG,hemlibra,emicizumab,INJECTION,SUBCUTANEOUS,0,0
502610211,HUMAN PRESCRIPTION DRUG,bijuva,estradiol and progesterone,CAPSULE,ORAL,0,1
502680049,HUMAN PRESCRIPTION DRUG,abacavir,abacavir,TABLET,ORAL,1,1
502680050,HUMAN PRESCRIPTION DRUG,acebutolol hydrochloride,acebutolol hydrochloride,CAPSULE,ORAL,1,1
502680054,HUMAN PRESCRIPTION DRUG,acetazolamide,acetazolamide,TABLET,ORAL,1,1
502680057,HUMAN PRESCRIPTION DRUG,atomoxetine hydrochloride,atomoxetine hydrochloride,CAPSULE,ORAL,1,1
502680058,HUMAN PRESCRIPTION DRUG,atomoxetine hydrochloride,atomoxetine hydrochloride,CAPSULE,ORAL,1,1
502680061,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
502680062,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
502680063,HUMAN PRESCRIPTION DRUG,allopurinol,allopurinol,TABLET,ORAL,1,1
502680064,HUMAN PRESCRIPTION DRUG,allopurinol,allopurinol,TABLET,ORAL,1,1
502680069,HUMAN PRESCRIPTION DRUG,amantadine hcl,amantadine hydrochloride,CAPSULE,ORAL,0,1
502680074,HUMAN PRESCRIPTION DRUG,azithromycin dihydrate,azithromycin dihydrate,TABLET,ORAL,1,1
502680075,HUMAN PRESCRIPTION DRUG,anastrozole,anastrozole,TABLET,ORAL,1,1
502680076,HUMAN PRESCRIPTION DRUG,azithromycin dihydrate,azithromycin dihydrate,TABLET,ORAL,1,1
502680086,HUMAN PRESCRIPTION DRUG,atovaquone,atovaquone,SUSPENSION,ORAL,1,1
502680087,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680088,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680089,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680090,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680091,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680092,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
502680093,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
502680094,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
502680095,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
502680096,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
502680097,HUMAN PRESCRIPTION DRUG,amiodarone hydrochloride,amiodarone hydrochloride,TABLET,ORAL,1,1
502680102,HUMAN PRESCRIPTION DRUG,balsalazide disodium,balsalazide disodium,CAPSULE,ORAL,1,1
502680105,HUMAN PRESCRIPTION DRUG,baclofen,baclofen,TABLET,ORAL,1,1
502680106,HUMAN PRESCRIPTION DRUG,baclofen,baclofen,TABLET,ORAL,1,1
502680107,HUMAN PRESCRIPTION DRUG,baclofen,baclofen,TABLET,ORAL,1,1
502680109,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
502680110,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
502680111,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
502680112,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
502680127,HUMAN PRESCRIPTION DRUG,bisoprolol fumarate,bisoprolol fumarate,TABLET,ORAL,1,1
502680130,HUMAN PRESCRIPTION DRUG,bumetanide,bumetanide,TABLET,ORAL,1,1
502680131,HUMAN PRESCRIPTION DRUG,bumetanide,bumetanide,TABLET,ORAL,1,1
502680132,HUMAN PRESCRIPTION DRUG,bumetanide,bumetanide,TABLET,ORAL,1,1
502680135,HUMAN PRESCRIPTION DRUG,buspirone hydrochloride,buspirone hydrochloride,TABLET,ORAL,1,1
502680140,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
502680141,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
502680142,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
502680143,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
502680144,HUMAN PRESCRIPTION DRUG,buprenorphine hcl and naloxone hcl,buprenorphine and naloxone,TABLET,SUBLINGUAL,0,0
502680145,HUMAN PRESCRIPTION DRUG,buprenorphine hcl and naloxone hcl,buprenorphine and naloxone,TABLET,SUBLINGUAL,0,0
502680151,HUMAN PRESCRIPTION DRUG,cephalexin,cephalexin,CAPSULE,ORAL,1,1
502680152,HUMAN PRESCRIPTION DRUG,cephalexin,cephalexin,CAPSULE,ORAL,1,1
502680153,HUMAN PRESCRIPTION DRUG,cinacalcet,cinacalcet,TABLET,ORAL,1,1
502680154,HUMAN PRESCRIPTION DRUG,capecitabine,capecitabine,TABLET,ORAL,1,1
502680162,HUMAN PRESCRIPTION DRUG,chlorpromazine hydrochloride,chlorpromazine hydrochloride,TABLET,ORAL,1,1
502680163,HUMAN PRESCRIPTION DRUG,chlorpromazine hydrochloride,chlorpromazine hydrochloride,TABLET,ORAL,1,1
502680164,HUMAN PRESCRIPTION DRUG,chlorpromazine hydrochloride,chlorpromazine hydrochloride,TABLET,ORAL,1,1
502680165,HUMAN PRESCRIPTION DRUG,chlorpromazine hydrochloride,chlorpromazine hydrochloride,TABLET,ORAL,1,1
502680166,HUMAN PRESCRIPTION DRUG,chlorpromazine hydrochloride,chlorpromazine hydrochloride,TABLET,ORAL,1,1
502680167,HUMAN PRESCRIPTION DRUG,chlorthalidone,chlorthalidone,TABLET,ORAL,1,1
502680168,HUMAN PRESCRIPTION DRUG,celecoxib,celecoxib,CAPSULE,ORAL,1,1
502680169,HUMAN PRESCRIPTION DRUG,celecoxib,celecoxib,CAPSULE,ORAL,1,1
502680170,HUMAN PRESCRIPTION DRUG,carbamazepine,carbamazepine,CAPSULE,ORAL,1,1
502680171,HUMAN PRESCRIPTION DRUG,carbamazepine,carbamazepine,CAPSULE,ORAL,1,1
502680172,HUMAN PRESCRIPTION DRUG,carbamazepine,carbamazepine,CAPSULE,ORAL,1,1
502680176,HUMAN PRESCRIPTION DRUG,cilostazol,cilostazol,TABLET,ORAL,1,1
502680177,HUMAN PRESCRIPTION DRUG,cilostazol,cilostazol,TABLET,ORAL,1,1
502680178,HUMAN PRESCRIPTION DRUG,clarithromycin,clarithromycin,TABLET,ORAL,1,1
502680179,HUMAN PRESCRIPTION DRUG,clarithromycin,clarithromycin,TABLET,ORAL,1,1
502680184,HUMAN PRESCRIPTION DRUG,clopidogrel,clopidogrel bisulfate,TABLET,ORAL,0,1
502680185,HUMAN PRESCRIPTION DRUG,clindamycin hydrochloride,clindamycin hydrochloride,CAPSULE,ORAL,1,1
502680187,HUMAN PRESCRIPTION DRUG,colchicine,colchicine,TABLET,ORAL,1,1
502680189,HUMAN PRESCRIPTION DRUG,cyproheptadine hydrochloride,cyproheptadine hydrochloride,TABLET,ORAL,1,1
502680190,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,TABLET,ORAL,1,1
502680217,HUMAN PRESCRIPTION DRUG,dantrolene sodium,dantrolene sodium,CAPSULE,ORAL,1,1
502680220,HUMAN PRESCRIPTION DRUG,desmopressin acetate,desmopressin acetate,TABLET,ORAL,1,1
502680221,HUMAN PRESCRIPTION DRUG,desmopressin acetate,desmopressin acetate,TABLET,ORAL,1,1
502680258,HUMAN PRESCRIPTION DRUG,divalproex sodium,divalproex sodium,CAPSULE,ORAL,1,1
502680277,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,CAPSULE,ORAL,1,1
502680278,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,CAPSULE,ORAL,1,1
502680279,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,TABLET,ORAL,1,1
502680280,HUMAN PRESCRIPTION DRUG,doxycycline,doxycycline,CAPSULE,ORAL,1,1
502680281,HUMAN PRESCRIPTION DRUG,doxycycline,doxycycline,CAPSULE,ORAL,1,1
502680286,HUMAN PRESCRIPTION DRUG,duloxetine,duloxetine,CAPSULE,ORAL,1,1
502680287,HUMAN PRESCRIPTION DRUG,duloxetine,duloxetine,CAPSULE,ORAL,1,1
502680288,HUMAN PRESCRIPTION DRUG,duloxetine,duloxetine,CAPSULE,ORAL,1,1
502680289,HUMAN PRESCRIPTION DRUG,entecavir,entecavir,TABLET,ORAL,1,1
502680295,HUMAN PRESCRIPTION DRUG,entacapone,entacapone,TABLET,ORAL,1,1
502680297,HUMAN PRESCRIPTION DRUG,vitamin d,ergocalciferol,CAPSULE,ORAL,0,1
502680298,HUMAN PRESCRIPTION DRUG,ezetimibe,ezetimibe,TABLET,ORAL,1,1
502680303,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
502680304,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
502680309,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,CAPSULE,ORAL,1,1
502680312,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
502680313,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
502680314,HUMAN PRESCRIPTION DRUG,finasteride,finasteride,TABLET,ORAL,1,1
502680320,HUMAN PRESCRIPTION DRUG,flecainide acetate,flecainide acetate,TABLET,ORAL,1,1
502680321,HUMAN PRESCRIPTION DRUG,flecainide acetate,flecainide acetate,TABLET,ORAL,1,1
502680324,HUMAN PRESCRIPTION DRUG,flavoxate hydrochloride,flavoxate hydrochloride,TABLET,ORAL,1,1
502680327,HUMAN PRESCRIPTION DRUG,fosinopril sodium,fosinopirl sodium,TABLET,ORAL,0,1
502680328,HUMAN PRESCRIPTION DRUG,fosinopril sodium,fosinopril sodium,TABLET,ORAL,1,1
502680329,HUMAN PRESCRIPTION DRUG,fosinopril sodium,fosinopril sodium,TABLET,ORAL,1,1
502680330,HUMAN PRESCRIPTION DRUG,fludrocortisone acetate,fludrocortisone acetate,TABLET,ORAL,1,1
502680331,HUMAN PRESCRIPTION DRUG,flucytosine,flucytosine,CAPSULE,ORAL,1,1
502680332,HUMAN PRESCRIPTION DRUG,flucytosine,flucytosine,CAPSULE,ORAL,1,1
502680337,HUMAN PRESCRIPTION DRUG,fluconazole,fluconazole,TABLET,ORAL,1,1
502680339,HUMAN PRESCRIPTION DRUG,fluconazole,fluconazole,TABLET,ORAL,1,1
502680345,HUMAN PRESCRIPTION DRUG,folic acid,folic acid,TABLET,ORAL,1,1
502680350,HUMAN PRESCRIPTION DRUG,gemfibrozil,gemfibrozil,TABLET,ORAL,1,1
502680351,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,TABLET,ORAL,1,1
502680352,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,TABLET,ORAL,1,1
502680355,HUMAN PRESCRIPTION DRUG,glyburide and metformin hydrochloride,glyburide and metformin hydrochloride,TABLET,ORAL,1,1
502680356,HUMAN PRESCRIPTION DRUG,glyburide and metformin hydrochloride,glyburide and metformin hydrochloride,TABLET,ORAL,1,1
502680357,HUMAN PRESCRIPTION DRUG,glyburide and metformin hydrochloride,glyburide and metformin hydrochloride,TABLET,ORAL,1,1
502680358,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
502680359,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
502680360,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
502680361,HUMAN PRESCRIPTION DRUG,glipizide,glipizide,TABLET,ORAL,1,1
502680362,HUMAN PRESCRIPTION DRUG,glipizide,glipizide,TABLET,ORAL,1,1
502680363,HUMAN PRESCRIPTION DRUG,glycopyrrolate,glycopyrrolate,TABLET,ORAL,1,1
502680374,HUMAN PRESCRIPTION DRUG,guanfacine hydrochloride,guanfacine,TABLET,ORAL,0,1
502680391,HUMAN PRESCRIPTION DRUG,haloperidol,haloperidol,TABLET,ORAL,1,1
502680392,HUMAN PRESCRIPTION DRUG,haloperidol,haloperidol,TABLET,ORAL,1,1
502680393,HUMAN PRESCRIPTION DRUG,haloperidol,haloperidol,TABLET,ORAL,1,1
502680398,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
502680399,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
502680400,HUMAN PRESCRIPTION DRUG,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate and acetaminophen,TABLET,ORAL,1,1
502680401,HUMAN PRESCRIPTION DRUG,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate and acetaminophen,TABLET,ORAL,1,1
502680402,HUMAN PRESCRIPTION DRUG,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate and acetaminophen,TABLET,ORAL,1,1
502680411,HUMAN PRESCRIPTION DRUG,hydrocortisone acetate,hydrocortisone acetate,SUPPOSITORY,RECTAL,1,0
502680412,HUMAN PRESCRIPTION DRUG,hydroxychloroquine sulfate,hydroxychloroquine sulfate,TABLET,ORAL,1,1
502680426,HUMAN PRESCRIPTION DRUG,imatinib mesylate,imatinib mesylate,TABLET,ORAL,1,1
502680427,HUMAN PRESCRIPTION DRUG,imatinib mesylate,imatinib mesylate,TABLET,ORAL,1,1
502680430,HUMAN PRESCRIPTION DRUG,indomethacin,indomethacin,CAPSULE,ORAL,1,1
502680431,HUMAN PRESCRIPTION DRUG,indomethacin,indomethacin,CAPSULE,ORAL,1,1
502680447,HUMAN PRESCRIPTION DRUG,isosorbide dinitrate,isosorbide dinitrate,TABLET,ORAL,1,1
502680448,HUMAN PRESCRIPTION DRUG,isosorbide dinitrate,isosorbide dinitrate,TABLET,ORAL,1,1
502680449,HUMAN PRESCRIPTION DRUG,isosorbide dinitrate,isosorbide dinitrate,TABLET,ORAL,1,1
502680450,HUMAN PRESCRIPTION DRUG,itraconazole,itraconazole,CAPSULE,ORAL,1,1
502680451,HUMAN PRESCRIPTION DRUG,isosorbide mononitrate,isosorbide mononitrate,TABLET,ORAL,1,1
502680452,HUMAN PRESCRIPTION DRUG,isosorbide mononitrate,isosorbide mononitrate,TABLET,ORAL,1,1
502680453,HUMAN PRESCRIPTION DRUG,isosorbide mononitrate,isosorbide mononitrate,TABLET,ORAL,1,1
502680454,HUMAN PRESCRIPTION DRUG,isradipine,isradipine,CAPSULE,ORAL,1,1
502680455,HUMAN PRESCRIPTION DRUG,isradipine,isradipine,CAPSULE,ORAL,1,1
502680456,HUMAN PRESCRIPTION DRUG,lamivudine and zidovudine,lamivudine and zidovudine,TABLET,ORAL,1,1
502680476,HUMAN PRESCRIPTION DRUG,letrozole,letrozole,TABLET,ORAL,1,1
502680477,HUMAN PRESCRIPTION DRUG,leflunomide,leflunomide,TABLET,ORAL,1,1
502680478,HUMAN PRESCRIPTION DRUG,leflunomide,leflunomide,TABLET,ORAL,1,1
502680479,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
502680480,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
502680481,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
502680504,HUMAN PRESCRIPTION DRUG,losortan potassium,losartan potassium,TABLET,ORAL,0,1
502680505,HUMAN PRESCRIPTION DRUG,losortan potassium,losartan potassium,TABLET,ORAL,0,1
502680506,HUMAN PRESCRIPTION DRUG,losortan potassium,losartan potassium,TABLET,ORAL,0,1
502680520,HUMAN PRESCRIPTION DRUG,methocarbamol,methocarbamol,TABLET,ORAL,1,1
502680521,HUMAN PRESCRIPTION DRUG,methocarbamol,methocarbamol,TABLET,ORAL,1,1
502680522,HUMAN PRESCRIPTION DRUG,meclizine hydrochloride,meclizine,TABLET,ORAL,0,1
502680523,HUMAN PRESCRIPTION DRUG,meclizine hydrochloride,meclizine hydrochloride,TABLET,ORAL,1,1
502680525,HUMAN PRESCRIPTION DRUG,meloxicam,meloxicam,TABLET,ORAL,1,1
502680526,HUMAN PRESCRIPTION DRUG,meloxicam,meloxicam,TABLET,ORAL,1,1
502680527,HUMAN PRESCRIPTION DRUG,methotrexate,methotrexate,TABLET,ORAL,1,1
502680528,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680529,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680530,HUMAN PRESCRIPTION DRUG,metaxalone,metaxalone,TABLET,ORAL,1,1
502680531,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
502680534,HUMAN PRESCRIPTION DRUG,metronidazole,metronidazole,TABLET,ORAL,1,1
502680535,HUMAN PRESCRIPTION DRUG,metronidazole,metronidazole,TABLET,ORAL,1,1
502680540,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
502680541,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
502680542,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
502680543,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
502680545,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680546,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680547,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680548,HUMAN PRESCRIPTION DRUG,methylphenidate hydrochloride,methylphenidate hydrochloride,TABLET,ORAL,1,1
502680549,HUMAN PRESCRIPTION DRUG,methenamine hippurate,methenamine hippurate,TABLET,ORAL,1,1
502680550,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
502680556,HUMAN PRESCRIPTION DRUG,montelukast,montelukast,TABLET,ORAL,1,1
502680559,HUMAN PRESCRIPTION DRUG,mycophenolic acid,mycophenolic acid,TABLET,ORAL,1,1
502680561,HUMAN PRESCRIPTION DRUG,midodrine hydrochloride,midodrine hydrochloride,TABLET,ORAL,1,1
502680562,HUMAN PRESCRIPTION DRUG,midodrine hydrochloride,midodrine hydrochloride,TABLET,ORAL,1,1
502680563,HUMAN PRESCRIPTION DRUG,midodrine hydrochloride,midodrine hydrochloride,TABLET,ORAL,1,1
502680570,HUMAN PRESCRIPTION DRUG,modafinil,modafinil,TABLET,ORAL,1,1
502680571,HUMAN PRESCRIPTION DRUG,modafinil,modafinil,TABLET,ORAL,1,1
502680573,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
502680574,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
502680575,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
502680576,HUMAN PRESCRIPTION DRUG,moxifloxacin hydrochloride,moxifloxacin hydrochloride,TABLET,ORAL,1,1
502680584,HUMAN PRESCRIPTION DRUG,niacin,niacin,TABLET,ORAL,1,1
502680585,HUMAN PRESCRIPTION DRUG,pantoprazole sodium,pantoprazole sodium,TABLET,ORAL,1,1
502680592,HUMAN PRESCRIPTION DRUG,naproxen sodium,naproxen sodium,TABLET,ORAL,1,1
502680593,HUMAN PRESCRIPTION DRUG,naproxen sodium,naproxen sodium,TABLET,ORAL,1,1
502680594,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,TABLET,ORAL,1,1
502680595,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,TABLET,ORAL,1,1
502680597,HUMAN PRESCRIPTION DRUG,nifedipine,nifedipine,TABLET,ORAL,1,1
502680598,HUMAN PRESCRIPTION DRUG,nifedipine,nifedipine,TABLET,ORAL,1,1
502680599,HUMAN PRESCRIPTION DRUG,nifedipine,nifedipine,TABLET,ORAL,1,1
502680601,HUMAN PRESCRIPTION DRUG,nifedipine,nifedipine,CAPSULE,ORAL,1,1
502680603,HUMAN PRESCRIPTION DRUG,nortriptyline hydrochloride,nortriptyline hydrochloride,CAPSULE,ORAL,1,1
502680604,HUMAN PRESCRIPTION DRUG,nortriptyline hydrochloride,nortriptyline hydrochloride,CAPSULE,ORAL,1,1
502680605,HUMAN PRESCRIPTION DRUG,nortriptyline hydrochloride,nortriptyline hydrochloride,CAPSULE,ORAL,1,1
502680615,HUMAN PRESCRIPTION DRUG,olanzapine,olanzapine,TABLET,ORAL,1,1
502680616,HUMAN PRESCRIPTION DRUG,olanzapine,olanzapine,TABLET,ORAL,1,1
502680617,HUMAN PRESCRIPTION DRUG,olanzapine,olanzapine,TABLET,ORAL,1,1
502680619,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
502680620,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
502680621,HUMAN PRESCRIPTION DRUG,ondansetron hydrochloride,ondansetron hydrochloride,TABLET,ORAL,1,1
502680622,HUMAN PRESCRIPTION DRUG,ondansetron hydrochloride,ondansetron hydrochloride,TABLET,ORAL,1,1
502680623,HUMAN PRESCRIPTION DRUG,nitrofurantoin macrocrystals,nitrofurantoin macrocrystals,CAPSULE,ORAL,1,1
502680624,HUMAN PRESCRIPTION DRUG,nitrofurantoin macrocrystals,nitrofurantoin macrocrystals,CAPSULE,ORAL,1,1
502680625,HUMAN PRESCRIPTION DRUG,nitrofurantoin,nitrofurantoin monohydrate/macrocrystals,CAPSULE,ORAL,0,1
502680627,HUMAN PRESCRIPTION DRUG,oxybutynin chloride,oxybutynin chloride,TABLET,ORAL,1,1
502680628,HUMAN PRESCRIPTION DRUG,oxybutynin chloride,oxybutynin chloride,TABLET,ORAL,1,1
502680629,HUMAN PRESCRIPTION DRUG,oxybutynin chloride,oxybutynin chloride,TABLET,ORAL,1,1
502680630,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680631,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680632,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680633,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680634,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680635,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
502680636,HUMAN PRESCRIPTION DRUG,pantoprazole sodium,pantoprazole sodium,TABLET,ORAL,1,1
502680639,HUMAN PRESCRIPTION DRUG,pantoprazole sodium,pantoprazole sodium,TABLET,ORAL,1,1
502680640,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine,TABLET,ORAL,1,1
502680642,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine,TABLET,ORAL,1,1
502680643,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine,TABLET,ORAL,1,1
502680644,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
502680645,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
502680646,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
502680649,HUMAN PRESCRIPTION DRUG,oxcarbazepine,oxcarbazepine,SUSPENSION,ORAL,1,1
